date,841_No Frills,841_Flyer,841_Costco,841_Real Canadian Superstore,841_Canada,47_Ford,47_Car,47_Honda,47_Canada,47_Sales,1190_Ford,1190_Car,1190_General Motors,1190_Canada,1191_Mountain,1191_Motorcycle,1191_Mountain bike,1191_Bicycle,1191_Canada,1140_Kayak,1140_Outboard motor,1140_Boat,1140_KAYAK,1140_Sales,1213_Caravan,1213_Travel,1213_Trailer,1213_Recreational vehicle,1213_Sales,1013_Classic car,1013_Car,1013_Sales,1013_Auction,1013_Classic,1214_Ritchie Bros. Auctioneers,1214_Car,1214_Trailer,1214_Truck,1214_Sales,806_Lamborghini,806_Bugatti,806_Car,806_Truck,810_Car,810_Electric vehicle,810_Canada,810_Hybrid vehicle,810_Electric car,1317_Smart,1317_Door,1317_Car,1317_Lock,273_Motorcycle,273_Yamaha Motor Company,273_Harley-Davidson,273_Canada,273_Sales,148_Arctic Cat,148_Ski-Doo,148_Snowmobile,148_Polaris Inc.,1147_Aircraft,1147_Airplane,1147_Cessna,1147_Sales,1212_Motorcycle,1212_Scooter,1212_Vespa,1212_Canada,1212_Kick scooter,610_Ford,610_Van,610_Sport utility vehicle,610_Truck,610_Sales,815_Ford,815_Car,815_Honda,815_Canada,815_Sales,1294_Ontario,1294_Traffic ticket,1294_Test,1294_Driving,1294_Speed limit,170_License,170_Driving school,170_Driving,170_Vehicle registration plate,170_Driver's license,138_Code,138_Oil,138_Car,138_apk,89_Rim,89_Car,89_Wheel,89_Tire,89_Canada,473_Used car,473_Auto Trader Group,473_Car,473_Canada,473_Sales,803_Toronto,803_Auto show,803_Car,803_2010,803_Air show,121_Super C,121_IGA,121_Grocery store,121_IGA Extra,121_Circulaire,276_Toronto,276_Menu,276_Domino's Pizza,276_Restaurant,276_McDonald's,650_Door,650_The Home Depot,650_Canada,650_Wood,650_Air conditioning,73_Walmart,73_Canadian Tire,73_Calgary,73_Walmart Canada,73_Walmart Pharmacy,355_Bookstore,355_Renaud-Bray,355_Book,355_Archambault,1146_Game,1146_EB Games Australia,1146_Video game,1146_Canada,1146_EB Games,18_Walmart,18_Canadian Tire,18_Kijiji,18_Canada,18_Shoes,1225_Canada,1225_Costco,1225_Hour,1225_Wholesaling,1225_Outlet store,270_IKEA,270_Canada,270_Furniture,270_Light,659_Oil,659_Petroleum,659_Gas,659_Filling station,659_Gasoline,1268_Costco Gasoline,1268_GasBuddy,1268_Costco,1268_Price,1268_Gasoline,38_Insurance,38_Canada,38_Vehicle insurance,38_Desjardins Group,38_Ontario,844_Image scanner,844_Point of sale,844_Barcode,844_Canada,614_Vancouver,614_Ticket,614_Ticketmaster,614_Cineplex Entertainment,614_Centre Bell
2006-08-01,15,7,16,55,34,56,73,91,91,93,41,30,42,83,50,47,50,64,26,44,50,64,44,81,32,80,64,38,91,45,49,27,37,53,32,68,55,47,49,44,36,45,23,34,20,15,34,23,33,19,28,21,74,39,47,71,26,18,9,16,0,62,30,58,27,24,60,66,37,0,44,61,0,75,47,61,70,96,77,67,59,64,49,50,17,27,80,91,0,21,25,26,41,0,21,68,38,22,63,77,0,75,68,76,22,2,35,0,78,9,7,8,13,2,81,7,28,41,19,28,8,37,60,26,18,38,47,17,4,51,42,68,21,30,0,22,21,31,18,26,3,22,56,30,16,0,0,77,36,35,89,21,63,61,60,0,32,0,1,0,6,17,60,61,72,8,58,0,36,32,60,73,98,78,0,60
2006-09-01,17,7,15,56,33,54,63,82,80,81,93,23,33,100,45,37,37,40,17,30,47,41,30,65,14,52,33,26,51,31,49,52,11,37,0,40,45,51,62,39,44,48,20,30,19,12,32,22,26,18,21,20,58,73,62,59,32,37,23,32,0,62,30,65,32,36,41,45,27,12,48,52,0,74,48,59,59,84,71,84,72,60,30,47,4,23,42,64,0,17,21,22,35,0,29,52,26,24,60,60,37,62,64,66,43,3,32,0,40,10,7,12,12,3,79,7,28,39,20,29,35,40,60,15,16,28,39,17,2,59,65,71,36,34,0,31,19,34,17,21,3,21,58,29,17,36,0,69,27,28,89,28,63,58,54,0,34,0,2,0,5,14,58,56,63,7,53,0,40,40,43,74,78,76,0,82
2006-10-01,17,7,16,52,34,51,59,71,75,63,48,41,33,61,27,13,28,32,14,16,32,27,16,46,19,35,24,18,37,23,36,35,31,30,0,39,36,43,54,40,41,39,32,25,20,9,38,15,18,43,11,35,41,0,45,56,38,42,30,44,0,57,37,44,12,16,25,30,21,11,46,49,0,60,23,55,55,75,66,74,53,73,39,57,18,24,44,64,0,16,25,22,27,0,31,53,37,41,68,59,0,64,51,54,53,3,20,0,6,8,7,11,5,2,78,7,30,40,23,30,19,38,55,12,18,35,45,18,2,43,61,52,18,41,0,18,43,43,18,22,3,23,53,29,17,0,0,57,25,28,87,27,62,53,62,0,33,0,2,0,1,10,55,54,28,0,51,0,38,48,62,69,72,52,0,75
2006-11-01,14,8,21,57,43,50,56,63,68,60,53,45,45,65,17,0,15,25,9,17,15,20,17,35,9,22,15,4,17,20,36,33,69,36,0,20,32,32,38,53,33,33,49,32,13,7,27,23,19,36,15,34,37,0,33,40,21,49,36,54,0,48,35,44,19,4,23,25,22,20,45,38,0,65,35,54,46,65,60,55,56,59,33,59,17,20,30,44,0,16,17,21,33,0,40,56,33,43,65,47,0,52,51,59,28,4,14,0,4,9,8,13,10,3,83,7,27,44,21,30,6,38,58,12,24,47,46,27,3,42,28,65,39,54,0,76,48,50,26,28,3,28,51,28,22,0,0,40,25,33,93,30,51,51,46,0,46,0,1,0,3,12,49,50,27,6,45,0,34,29,37,68,97,69,0,70
2006-12-01,14,10,23,77,57,45,52,59,58,55,33,33,31,48,16,7,18,24,12,16,10,19,16,51,17,19,15,5,20,33,40,12,11,47,0,48,31,35,23,42,40,40,52,27,9,7,20,15,21,22,21,30,42,0,46,52,20,68,48,63,0,52,33,43,15,17,26,18,15,22,44,42,34,66,27,46,47,60,57,52,40,43,35,66,15,19,43,52,0,15,24,18,25,0,23,53,26,25,58,42,34,47,48,50,18,8,15,0,2,10,10,13,28,2,100,7,37,46,18,23,6,35,47,7,31,53,70,32,3,60,76,78,52,57,0,75,42,71,33,32,3,32,51,32,25,0,0,64,26,31,88,26,46,42,39,0,25,0,1,0,1,7,43,46,43,0,44,0,18,31,40,60,76,63,0,76
2007-01-01,17,9,16,47,35,50,55,62,71,67,53,47,26,57,17,23,18,26,11,18,26,29,18,47,20,33,23,8,34,42,39,40,27,38,0,34,34,48,48,40,21,50,72,34,10,13,25,24,16,37,14,41,52,29,41,52,30,54,47,59,70,51,30,39,18,10,18,19,14,0,40,49,0,66,46,54,48,64,61,60,52,47,29,62,9,19,56,61,0,14,28,20,28,0,25,47,37,19,51,58,29,61,55,62,53,76,40,1,4,11,9,10,19,3,89,8,31,41,20,25,11,34,61,12,16,30,37,16,4,42,59,64,22,45,0,53,48,51,16,19,4,22,43,29,16,0,0,30,27,32,100,28,59,55,51,0,46,0,1,0,3,11,53,56,36,6,50,0,24,25,47,66,53,52,0,58
2007-02-01,19,10,13,41,32,50,56,63,74,72,47,19,44,47,22,25,20,29,13,23,29,33,23,38,15,42,27,4,42,18,23,22,38,32,0,40,39,39,64,46,60,35,84,38,23,19,27,22,23,20,19,27,50,0,64,53,38,61,68,64,0,54,26,48,19,8,27,27,17,0,52,48,0,71,55,53,51,68,64,60,39,34,35,57,10,20,49,59,0,14,16,21,29,0,16,47,33,17,50,48,0,60,53,67,67,42,56,1,2,10,10,10,25,4,85,8,33,46,25,26,12,36,66,13,14,33,38,14,4,33,57,56,31,32,0,29,22,36,15,18,5,20,42,26,15,30,0,30,24,30,86,28,56,56,57,0,51,0,1,0,3,18,53,52,35,18,47,0,31,20,56,74,73,75,0,88
2007-03-01,18,11,14,45,33,53,61,73,84,75,48,26,41,55,28,27,26,40,23,27,14,30,27,40,17,48,38,26,52,36,47,28,8,50,43,44,40,51,56,40,100,47,74,33,21,14,47,20,24,9,21,10,57,0,50,68,31,54,43,38,0,50,27,34,19,7,35,38,22,9,54,52,0,72,30,58,60,79,65,54,66,39,42,60,18,25,56,73,58,19,28,16,34,0,27,50,36,22,56,57,0,66,63,75,51,18,54,0,7,11,10,7,13,4,73,8,29,38,22,26,5,41,65,15,15,29,38,15,3,32,47,47,32,32,0,47,25,39,16,19,6,21,51,29,16,0,0,26,23,26,87,26,50,53,52,0,38,0,2,0,5,17,53,51,50,27,53,0,23,25,43,75,84,68,0,53
2007-04-01,17,10,16,48,31,57,61,80,87,83,52,31,18,47,50,28,48,58,29,31,29,36,31,53,23,60,45,16,66,29,46,29,35,44,0,45,51,46,73,46,53,36,65,33,14,19,40,23,21,27,23,25,76,0,60,81,46,23,16,17,0,46,24,43,22,14,47,58,28,9,52,54,0,73,45,63,59,85,69,69,62,38,40,57,6,24,41,52,0,19,36,26,36,0,34,55,40,30,64,59,0,67,60,80,44,6,39,0,11,10,10,10,14,4,79,8,37,39,21,26,16,41,54,26,16,37,45,16,4,36,33,52,21,32,0,39,27,36,17,25,8,21,52,28,17,0,0,38,26,30,87,32,45,49,45,0,47,0,2,0,4,15,54,53,63,17,48,0,32,18,34,62,71,59,0,48
2007-05-01,18,10,18,61,36,53,67,83,89,82,48,27,26,48,56,59,53,64,29,34,55,47,34,56,25,69,57,15,72,48,58,37,50,47,86,35,61,50,67,39,56,53,43,38,18,21,100,22,26,22,22,38,78,0,57,90,59,19,10,11,0,49,26,38,23,49,58,77,36,17,46,54,0,68,53,58,60,87,68,63,67,50,41,73,15,29,70,77,29,18,35,25,48,0,35,56,40,24,62,65,27,71,66,73,12,3,37,0,17,13,9,10,4,3,82,7,27,42,22,31,25,47,62,36,18,43,41,19,1,41,62,52,31,30,0,37,23,33,19,27,9,21,50,28,19,26,0,42,23,28,79,26,51,52,53,0,40,0,7,0,7,12,58,55,60,5,49,0,29,35,34,64,63,53,0,42
2007-06-01,21,12,19,48,34,50,66,81,82,83,25,33,18,39,51,28,51,65,26,42,64,55,42,47,21,66,60,12,84,39,56,29,9,42,0,49,50,36,56,46,45,46,55,39,26,19,41,29,27,27,24,30,75,28,43,75,32,22,5,8,0,41,25,40,29,34,55,58,41,0,47,55,0,68,56,57,65,85,64,70,75,79,49,69,19,30,64,69,0,22,30,28,42,0,24,58,36,24,62,61,28,68,59,69,16,2,38,1,26,13,10,12,5,4,85,8,40,43,21,29,27,47,58,53,18,50,39,19,1,39,44,47,32,37,100,26,21,38,19,29,11,22,44,26,19,28,27,53,25,29,78,24,55,56,50,0,31,0,1,0,4,16,55,53,32,11,50,0,22,21,46,80,68,50,0,20
2007-07-01,21,12,17,69,33,53,66,82,90,94,34,21,50,50,52,28,58,62,30,55,69,70,55,69,26,86,67,27,100,37,50,48,9,55,0,42,54,50,59,42,53,43,45,39,9,19,24,23,23,31,25,29,71,0,73,81,19,16,7,7,0,59,30,47,12,27,52,65,34,9,45,65,0,68,38,60,63,87,67,88,78,75,54,60,27,27,64,75,0,21,29,28,45,0,27,56,35,25,63,66,28,69,59,80,14,2,42,0,37,12,10,15,14,3,88,8,31,42,21,30,26,46,55,51,20,45,46,19,1,38,59,51,37,52,98,51,27,45,20,28,13,21,42,24,20,0,0,44,29,32,90,21,46,45,45,34,33,0,1,0,2,16,58,57,47,16,53,0,23,30,31,70,61,60,100,34
2007-08-01,25,12,17,67,36,53,61,80,84,85,37,23,21,41,46,26,48,53,23,42,56,58,42,53,32,91,66,40,90,33,47,36,32,53,21,54,59,41,75,41,40,42,41,20,9,13,45,12,18,13,13,23,70,0,71,67,48,23,11,16,0,52,28,48,23,22,42,52,34,17,54,56,0,75,55,58,58,85,65,73,53,62,52,48,20,30,55,72,56,26,25,27,37,0,25,55,34,25,60,65,26,66,57,69,19,2,33,0,64,11,9,9,21,4,81,7,38,41,17,30,20,40,57,27,20,40,50,19,4,50,36,58,35,47,0,63,30,46,20,25,14,22,51,27,19,0,0,61,32,35,93,23,46,47,47,0,24,0,1,0,3,9,55,55,59,21,53,0,36,29,54,53,60,45,0,43
2007-09-01,27,13,17,51,36,50,58,79,78,81,41,42,32,56,38,31,38,44,17,30,41,38,30,39,22,54,41,7,66,51,49,18,40,61,0,41,48,45,57,59,48,43,37,21,26,12,15,15,18,21,14,27,50,0,39,54,34,36,20,23,0,56,27,51,31,12,38,46,23,0,47,47,25,76,64,56,57,87,59,76,67,46,39,44,25,23,52,63,0,19,42,19,34,0,30,48,32,25,57,57,25,67,53,75,45,3,24,0,24,14,11,11,17,4,79,7,39,40,20,30,15,37,58,12,19,33,46,18,6,80,50,79,33,39,0,47,34,47,19,22,15,23,53,29,19,0,0,69,25,28,90,25,46,49,48,32,32,0,1,0,1,11,51,53,29,5,47,0,22,22,48,69,77,68,0,67
2007-10-01,24,12,15,59,32,50,61,70,73,78,42,36,33,55,26,23,25,32,14,23,25,29,23,39,18,41,28,13,42,25,34,32,28,52,0,59,40,45,48,48,45,37,59,34,12,15,20,23,19,22,16,20,42,45,46,44,15,49,29,34,0,51,30,49,24,14,22,30,18,0,54,49,0,72,64,54,54,75,56,66,87,57,45,62,25,24,50,61,25,19,24,25,32,0,33,54,38,40,68,61,23,69,52,85,38,5,23,1,1,14,10,13,4,5,77,8,40,39,25,26,31,41,57,13,20,30,41,20,2,37,82,43,31,39,0,47,27,45,21,21,15,24,50,33,18,0,0,63,20,25,88,27,53,53,46,28,35,0,0,0,2,8,49,49,58,14,44,0,30,30,47,72,86,64,0,67
2007-11-01,23,16,20,60,44,47,54,63,70,70,43,30,18,55,19,13,19,25,13,20,15,21,20,32,15,21,20,12,31,18,36,15,28,34,18,60,35,48,46,39,44,40,56,41,17,17,32,25,19,36,14,39,38,22,41,42,8,60,44,46,0,49,28,50,10,19,25,31,13,7,42,43,22,76,51,52,48,70,53,59,54,55,34,59,22,24,40,58,0,17,20,24,30,0,42,47,39,53,72,56,44,60,48,72,27,6,15,1,2,12,10,12,7,4,80,8,39,42,20,30,25,39,55,9,30,47,48,32,4,41,56,56,40,83,79,72,40,59,33,30,16,28,51,31,24,22,0,63,22,28,89,31,53,46,49,0,24,0,1,0,3,11,47,45,25,13,40,0,14,32,47,65,76,68,0,97
2007-12-01,25,17,26,73,60,44,48,58,61,62,30,22,22,40,15,15,13,20,9,18,9,21,18,28,10,17,14,3,24,27,36,0,15,39,0,35,29,49,31,43,47,36,51,29,21,11,7,19,16,20,11,31,36,0,31,42,14,96,69,83,0,38,24,44,17,6,19,19,10,16,44,46,0,66,51,47,44,61,48,71,43,23,26,52,14,19,30,46,0,14,24,18,27,0,23,45,34,36,67,44,0,50,41,64,14,6,16,1,3,20,16,11,32,5,90,9,47,44,15,23,5,32,45,7,35,66,75,39,2,54,67,59,51,100,0,100,55,100,41,35,16,34,49,30,26,0,0,61,23,28,81,27,41,36,43,0,32,0,1,0,2,9,40,41,17,0,32,0,23,17,35,59,70,61,0,82
2008-01-01,25,15,15,48,34,48,54,58,69,69,34,36,16,45,15,4,14,22,10,26,12,32,26,34,12,35,28,15,37,30,41,15,7,48,18,48,42,48,53,37,39,35,79,40,17,18,19,26,20,36,20,43,50,22,48,49,21,72,58,74,0,44,29,53,12,11,20,18,14,7,59,46,0,71,59,54,51,64,54,63,51,49,40,66,12,24,50,62,24,18,25,18,21,0,18,41,26,21,52,52,0,62,51,73,42,63,36,1,4,18,13,12,18,5,82,9,42,42,20,28,17,39,54,8,17,34,48,16,1,59,37,64,28,56,0,57,33,60,19,20,21,22,40,22,19,0,0,32,25,31,96,32,50,45,42,0,32,0,1,0,2,6,51,50,28,4,53,0,24,27,34,55,53,38,0,58
2008-02-01,30,16,13,50,31,49,53,65,73,74,39,28,45,50,19,18,20,29,12,26,19,34,26,28,16,41,31,6,45,23,32,8,21,27,0,34,40,53,65,37,40,33,75,33,21,14,39,18,19,29,17,28,46,0,44,58,28,68,55,57,0,40,29,47,14,14,18,25,12,15,48,49,0,74,57,52,49,69,56,68,57,64,34,56,15,20,38,48,0,15,33,19,26,0,28,42,28,21,49,48,23,56,53,73,70,41,54,1,5,23,12,11,19,5,82,9,42,42,19,26,0,35,57,10,15,27,46,15,3,34,44,44,31,41,0,36,29,41,17,19,23,20,42,23,17,0,22,41,22,25,83,26,49,56,45,0,31,0,1,0,4,11,47,49,35,9,45,0,19,24,25,64,72,55,0,99
2008-03-01,28,15,16,50,33,52,62,82,81,85,39,45,31,52,34,26,34,37,19,32,24,32,32,39,15,61,39,12,56,25,31,15,20,40,18,40,52,51,70,34,39,40,56,41,24,15,44,22,21,11,14,19,62,0,64,56,44,58,36,40,0,50,30,50,23,21,28,32,28,0,63,51,22,77,61,61,58,81,63,68,67,45,42,55,14,20,56,66,0,15,33,27,33,0,32,44,37,25,56,62,0,68,60,79,48,18,42,1,8,23,13,13,4,6,79,9,47,37,24,25,25,42,54,14,18,32,40,16,6,34,40,44,26,57,0,55,33,48,19,20,30,22,47,22,19,65,21,57,25,30,87,26,51,54,46,0,37,0,1,0,7,17,49,49,80,26,45,0,43,26,29,60,72,60,0,76
2008-04-01,23,14,16,42,33,55,70,99,85,91,62,41,36,51,43,40,39,60,31,38,35,38,38,41,16,68,47,3,61,33,40,8,21,41,53,43,55,49,75,37,45,36,51,60,34,22,77,39,26,25,22,24,81,22,51,77,45,30,12,20,0,48,24,41,15,30,60,66,33,21,53,59,0,76,31,59,62,88,66,78,66,53,40,62,2,24,56,71,48,17,26,24,43,0,44,55,46,37,66,60,22,70,64,89,41,5,36,2,8,19,13,11,15,5,77,9,46,39,22,32,17,44,64,24,19,45,44,17,3,36,34,45,18,40,0,43,29,35,19,25,34,22,52,25,19,22,0,45,26,28,85,28,56,57,54,0,39,0,2,0,9,27,52,49,34,31,48,27,20,28,49,55,80,59,0,78
2008-05-01,28,19,18,51,37,52,69,100,83,83,42,26,20,45,50,36,54,65,30,45,55,41,45,35,24,77,61,16,62,36,46,23,0,52,36,58,61,44,75,32,40,42,50,70,17,23,65,46,30,15,31,12,75,22,75,76,37,20,7,11,0,46,29,48,14,38,76,78,44,22,57,44,0,73,60,56,60,87,60,77,61,67,35,58,35,27,52,67,0,22,45,30,43,0,37,48,39,29,63,61,22,70,59,72,12,2,34,2,14,22,14,12,29,6,85,10,35,42,20,32,30,40,61,23,21,52,46,17,3,37,57,43,24,42,0,37,20,36,21,29,37,22,50,26,20,0,0,42,23,26,82,26,56,72,59,0,49,0,2,0,13,35,53,48,44,22,49,0,19,41,53,62,74,62,0,60
2008-06-01,23,17,19,53,35,49,68,98,81,85,34,28,32,53,52,43,53,64,31,45,61,50,45,50,28,69,56,17,70,29,40,8,22,41,0,62,61,44,70,34,40,36,57,96,56,32,41,51,33,27,32,21,77,0,57,74,34,22,7,7,0,38,28,35,8,41,81,100,46,31,43,54,0,68,43,54,56,87,57,70,66,22,53,60,24,29,55,70,0,23,36,30,42,0,32,48,37,26,61,55,24,64,59,72,15,2,37,2,66,27,18,9,20,8,83,9,36,41,22,31,18,46,62,61,21,57,45,20,2,34,35,38,27,43,0,51,33,43,22,32,39,22,46,22,20,0,23,46,25,27,77,22,56,82,55,0,43,0,4,0,16,37,53,49,44,9,48,0,15,32,28,79,69,59,0,42
2008-07-01,26,16,17,47,35,52,64,93,81,99,50,32,64,47,46,24,52,62,31,58,59,60,58,52,19,81,61,20,97,42,45,17,29,48,57,59,73,57,100,45,40,34,42,67,42,24,27,48,28,11,21,8,80,0,70,78,48,22,7,10,0,45,26,46,16,69,66,82,47,31,52,52,0,69,31,56,57,85,58,89,68,55,49,63,21,28,69,74,0,22,34,32,33,0,32,49,38,26,62,56,0,64,58,71,12,1,39,2,55,25,16,9,12,8,90,10,33,41,20,34,9,45,56,42,21,50,50,20,2,28,39,46,22,42,0,35,20,38,22,29,42,22,45,25,21,0,0,62,30,31,85,25,57,52,54,0,41,0,5,0,9,17,51,50,27,5,54,0,22,20,26,63,64,57,0,30
2008-08-01,23,18,17,49,37,51,57,82,73,88,42,13,26,51,41,19,42,56,21,58,54,60,58,52,29,72,62,3,78,29,37,33,7,40,0,49,55,47,70,43,43,33,41,45,32,19,34,30,21,54,14,47,68,0,61,62,34,23,11,13,0,52,26,39,25,29,48,74,31,15,59,49,0,68,52,55,54,81,55,65,63,53,45,50,24,24,62,75,26,21,31,26,34,0,29,50,36,27,59,54,0,59,53,76,18,1,27,3,50,25,17,11,27,8,81,9,43,42,20,32,5,37,61,18,23,43,55,21,4,54,42,61,32,38,0,37,21,40,23,25,44,24,52,24,20,0,0,66,32,35,87,24,52,48,52,0,32,0,4,0,5,9,51,48,47,0,43,0,29,33,48,49,69,55,0,88
2008-09-01,23,19,16,41,32,48,53,78,69,74,28,21,28,47,35,22,35,40,17,42,29,36,42,37,15,55,43,15,54,28,34,23,7,45,18,45,53,45,73,49,39,36,70,49,22,17,32,34,23,32,18,27,50,44,58,59,27,42,23,26,0,44,26,50,15,27,37,46,22,7,51,43,0,74,48,52,49,78,50,67,58,62,48,59,31,27,51,64,24,22,20,24,29,0,36,42,34,35,63,51,22,54,49,71,26,3,27,3,16,23,16,12,29,9,77,9,38,39,19,29,13,40,57,14,19,36,45,19,3,70,51,68,34,39,0,42,25,39,21,22,43,24,51,26,20,0,0,62,26,30,83,29,57,45,56,27,56,0,8,1,8,18,50,47,22,4,41,0,13,33,46,61,82,68,0,81
2008-10-01,24,21,17,44,35,47,51,62,64,63,45,32,47,43,20,32,20,29,13,24,27,24,24,29,11,26,23,6,29,31,35,28,12,36,32,39,42,48,50,48,29,29,53,43,3,11,23,29,20,45,13,29,39,0,32,47,33,41,27,36,0,42,25,50,12,15,26,27,15,6,43,36,20,58,38,54,46,65,47,69,57,50,43,50,7,24,41,60,22,21,29,27,33,0,44,41,38,55,71,45,40,51,44,63,38,3,17,6,3,30,19,13,13,9,73,10,37,38,24,29,19,39,59,10,20,38,49,19,4,29,45,39,28,52,71,56,29,41,21,23,40,25,48,25,22,0,19,60,23,27,80,27,59,51,50,0,31,0,6,0,12,19,47,45,34,24,45,0,18,28,40,61,74,58,0,80
2008-11-01,26,24,20,45,44,47,47,54,56,63,86,38,95,54,16,25,17,23,11,24,13,17,24,26,15,14,15,14,27,22,26,7,0,33,0,13,31,47,48,39,39,29,57,35,26,13,24,20,16,20,13,22,37,0,28,42,12,59,39,49,25,44,26,36,14,13,23,23,14,13,49,35,0,68,39,51,45,58,41,59,71,50,51,65,11,21,41,53,22,18,31,21,30,0,65,43,41,60,75,42,21,43,36,64,20,5,14,6,3,28,19,17,17,10,74,11,35,41,22,31,16,35,54,8,28,51,48,30,5,29,54,44,39,63,74,65,39,54,32,31,40,29,47,33,26,41,0,61,25,27,77,32,52,39,45,26,29,0,6,0,9,16,44,40,41,8,40,0,21,38,41,57,73,52,75,71
2008-12-01,23,29,26,62,57,46,45,49,51,58,100,41,84,56,12,0,11,22,8,23,6,17,23,21,13,13,12,9,16,24,31,15,13,40,0,27,29,48,45,36,34,29,59,29,18,12,0,19,13,34,12,34,38,21,30,41,14,72,56,68,0,40,23,41,7,5,18,15,10,0,50,37,0,64,36,49,41,52,40,66,50,42,35,60,2,19,34,44,0,13,25,22,29,0,35,43,35,43,61,39,0,44,33,66,15,5,13,6,3,40,25,15,17,11,81,11,45,42,17,25,8,29,44,9,35,61,67,37,6,37,66,58,58,76,0,47,47,73,46,41,39,34,48,29,29,21,0,59,22,27,71,25,45,32,46,0,29,0,3,0,8,11,40,37,18,8,34,0,15,33,29,62,91,79,0,100
2009-01-01,24,25,18,32,34,47,49,55,54,63,47,37,41,35,13,8,12,21,9,29,10,25,29,28,10,22,19,5,31,39,37,13,23,35,15,45,33,56,52,39,41,33,94,33,14,11,16,27,14,15,10,7,43,0,39,39,18,84,55,74,23,37,24,31,10,9,22,29,14,6,60,36,0,66,55,51,45,57,41,61,56,48,34,52,21,21,42,52,0,16,33,24,28,0,24,40,25,23,44,41,38,48,41,64,30,34,31,8,3,33,24,14,25,10,76,12,43,38,20,27,14,34,51,10,20,33,44,16,5,49,48,62,33,53,0,37,28,44,20,21,40,22,39,31,21,0,18,30,25,27,81,30,50,40,47,0,29,0,2,0,7,11,45,42,53,15,42,0,19,22,29,54,68,54,0,58
2009-02-01,27,23,17,33,29,48,48,57,57,74,57,33,56,57,19,16,19,23,9,31,18,32,31,36,12,36,30,3,39,22,29,21,19,40,0,52,42,48,51,40,31,30,69,26,19,12,0,20,16,23,8,29,43,0,45,46,15,73,53,56,0,40,27,35,16,17,22,21,11,0,57,40,0,66,52,53,46,59,43,69,53,34,34,45,16,22,44,51,0,16,31,24,30,0,27,40,33,20,44,47,0,49,43,70,69,30,45,10,7,29,21,14,33,10,79,12,36,42,21,26,15,34,54,7,17,26,40,14,3,31,31,41,29,36,0,15,25,37,18,18,44,20,42,26,18,0,0,42,21,22,71,27,47,43,43,25,27,0,3,0,7,18,45,41,31,16,41,0,25,31,37,58,76,59,0,75
2009-03-01,23,23,17,38,30,56,56,74,67,80,59,39,40,57,27,43,24,38,19,37,26,35,37,35,12,33,34,7,51,36,35,25,11,38,14,35,47,46,53,35,34,34,64,38,17,14,36,28,14,23,11,13,56,18,37,55,31,54,34,33,0,41,24,40,12,17,32,41,18,17,67,49,0,74,60,59,48,66,49,72,64,52,41,54,29,22,50,59,38,19,31,31,36,0,43,46,41,27,52,47,18,53,43,79,38,11,26,10,8,29,21,15,20,10,71,11,40,36,24,28,17,39,50,10,17,33,40,13,6,25,26,40,21,46,0,36,32,38,18,19,47,20,47,27,19,18,0,49,22,23,75,27,48,44,43,0,17,0,2,0,5,13,48,43,48,11,45,0,22,17,35,54,98,82,0,86
2009-04-01,26,35,24,45,47,62,63,87,96,85,77,39,55,78,37,19,39,50,30,34,41,38,34,37,21,52,44,3,61,46,44,26,12,53,0,56,54,48,80,49,39,34,71,34,17,22,16,24,18,27,12,26,69,0,40,86,25,23,13,14,0,41,25,49,10,25,44,52,30,6,57,50,0,75,50,62,56,72,82,74,63,46,56,65,14,31,53,63,20,25,40,35,40,0,51,51,48,35,77,50,18,55,65,78,16,4,37,12,8,34,22,12,21,15,74,15,56,42,25,31,18,50,54,24,20,37,40,27,4,31,27,40,28,40,0,29,31,33,21,25,50,29,56,30,17,0,36,53,25,34,74,24,41,41,43,0,35,0,1,0,4,12,51,55,55,18,48,0,26,27,44,49,78,79,0,77
2009-05-01,30,40,15,36,42,63,60,86,94,87,63,35,82,95,44,38,48,60,32,42,45,47,42,32,18,65,54,8,67,27,31,13,18,42,15,51,59,43,85,54,41,32,76,30,11,18,11,23,18,31,15,40,74,0,32,97,34,17,5,7,0,38,27,42,21,39,48,63,34,18,68,48,0,77,41,64,52,70,80,69,80,47,51,77,25,40,49,59,0,37,38,33,48,0,36,51,44,30,76,47,0,55,60,78,11,1,30,13,20,38,25,11,19,17,76,17,56,46,28,29,22,58,59,31,21,49,44,28,7,32,17,36,29,28,0,19,28,26,22,29,50,29,58,30,16,0,0,42,28,36,74,25,40,44,47,0,32,0,2,0,5,11,51,48,51,7,49,0,13,39,38,45,53,58,0,38
2009-06-01,27,38,14,32,42,62,60,80,90,89,55,26,76,63,42,41,45,55,31,46,55,56,46,39,19,70,56,8,75,35,38,26,18,45,0,47,55,43,79,48,41,30,68,30,17,16,11,24,15,33,10,33,75,0,42,91,22,19,4,6,0,41,30,31,16,23,48,50,26,18,67,47,0,69,45,62,55,70,70,77,68,45,49,63,29,40,65,74,41,41,39,33,41,0,37,49,38,27,75,43,19,52,58,81,8,2,39,15,36,30,22,15,25,16,76,17,54,45,29,31,25,58,54,44,22,44,42,28,10,33,27,39,30,44,0,33,25,27,22,26,48,29,50,26,16,0,0,55,26,34,72,25,41,45,51,0,29,0,1,0,4,10,56,57,64,15,56,23,24,37,41,59,46,59,0,38
